241,觉得可乐最配的是咖喱鸡块呢。
242,好美味～再多给点♪
243,既不是水果也不是咖啡，只是单纯的牛奶就是我的最爱！
244,等不及泡澡后了……
245,噗哈～！太棒了！
246,哥哥大人，恭喜你集齐所有道具！
247,因为有哥哥大人在，每次泡澡都很开心。
248,下次要不要一起钻进被窝里呢……？
249,那感觉一定也很有趣呢～
250,今后也会一直在一起哦。哥哥大人，最喜欢了。
251,一起泡澡……总觉得好神奇啊。
252,哥哥大人不会觉得害羞吗？
253,我可是害羞得要命呢……
254,不过因为有很多有趣的事情，完全不讨厌哦。
255,而且，能这样两个人独处聊天也挺好的呢。
256,那个……我是个笨蛋但请多多指教，之类的话呢♪
257,对了，你知道为什么我叫桃璃吗？
258,是爸爸从中国谚语里取的呢
259,希望你能成为拥有许多朋友的孩子……
260,第一次听到的时候虽然害羞但也很开心呢。
261,能成为那样的人吗……？如果能成为就太好了呢。
262,哥哥大人的名字由来也告诉我吧♪
263,对了，哥哥大人为什么不交女朋友呢？
264,因为大家都说哥哥很帅啊。
265,真的哦～♪
266,原来如此，没女朋友呢～呵呵。
267,啊，不是说在笑哥哥大人没女朋友哦。
268,唔～～算了算了，这个话题到此为止吧～♪
269,唔～～啊，对不起，发出了奇怪的声音。
270,刚才被说了要认真考虑自己的人生道路。
271,我的想，就是每天能吃好喝好
272,泡个舒服的澡就心满意足了。
273,如果只是这样，实现的方法应该有很多吧……
274,呐，要怎么做才能幸福呢～？
275,突然觉得不安……或者说
276,有种被要求变得可靠的感觉……
277,唔～～不过没问题！
278,说出来之后感觉稍微轻松了一点！
279,谢谢你听我说话，哥哥大人♪
280,还记得我之前说的将来吗？
281,已经不用担心了哦。虽然有点烦恼，但我明白了～
282,不过……对哥哥大人保密♪
283,啊，不过不是故意为难的哦。
284,想等我离梦想更近的时候再告诉哥哥大人。
285,呐，哥哥大人。可以摸摸头吗？
286,想要作为努力的奖励呢……
287,嘿嘿～谢谢。以后还会有很多事情要和哥哥大人聊哦。
288,下次也想听听哥哥大人的烦恼呢。
289,今后也会一直一直，最喜欢哥哥了。
